10	2	46	31	27	4.4687	2	1	5	9	0	2	14	21	7	7	4	0	0.1576779108295	0.218151120667447	-0.679261742671685	6.78232998312527	5.56776436283002	2.11392998937997
10	6	46	31	27	4.4687	1	2	9	3	0	0	25	11	7	0	4	4	0.1576779108295	0.218151120667447	-0.679261742671685	6.78232998312527	5.56776436283002	2.11392998937997
10	5	46	31	27	4.4687	1	2	9	9	1	0	17	14	7	12	7	7	0.1576779108295	0.218151120667447	-0.679261742671685	6.78232998312527	5.56776436283002	2.11392998937997
10	1	46	31	27	4.4687	2	.	8	.	1	.	16	.	8	.	0	.	0.1576779108295	0.218151120667447	-0.679261742671685	6.78232998312527	5.56776436283002	2.11392998937997
10	4	46	31	27	4.4687	1	1	9	9	0	0	20	17	12	9	8	9	0.1576779108295	0.218151120667447	-0.679261742671685	6.78232998312527	5.56776436283002	2.11392998937997
10	3	46	31	27	4.4687	1	.	5	.	0	.	16	.	0	.	0	.	0.1576779108295	0.218151120667447	-0.679261742671685	6.78232998312527	5.56776436283002	2.11392998937997
11	2	52	31	27	4.5544	1	1	5	5	0	0	15	19	2	14	1	4	0.560711135819703	0.218151120667447	-0.386569338795296	7.21110255092798	5.56776436283002	2.13410402745508
11	6	52	31	27	4.5544	1	1	8	8	0	0	21	24	6	0	4	0	0.560711135819703	0.218151120667447	-0.386569338795296	7.21110255092798	5.56776436283002	2.13410402745508
11	5	52	31	27	4.5544	1	1	5	5	1	0	17	18	4	11	2	2	0.560711135819703	0.218151120667447	-0.386569338795296	7.21110255092798	5.56776436283002	2.13410402745508
11	1	52	31	27	4.5544	.	1	.	9	.	1	.	17	.	8	.	2	0.560711135819703	0.218151120667447	-0.386569338795296	7.21110255092798	5.56776436283002	2.13410402745508
11	4	52	31	27	4.5544	1	.	4	.	0	.	17	.	1	.	5	.	0.560711135819703	0.218151120667447	-0.386569338795296	7.21110255092798	5.56776436283002	2.13410402745508
11	3	52	31	27	4.5544	1	2	5	4	1	0	19	12	5	7	1	2	0.560711135819703	0.218151120667447	-0.386569338795296	7.21110255092798	5.56776436283002	2.13410402745508
12	2	39	21	17	4.6245	1	1	8	9	0	2	17	23	3	19	2	6	-0.312527518325736	-1.22594784713115	-0.147155832240631	6.2449979983984	4.58257569495584	2.15046506597992
12	6	39	21	17	4.6245	1	2	8	5	2	0	24	22	9	5	8	13	-0.312527518325736	-1.22594784713115	-0.147155832240631	6.2449979983984	4.58257569495584	2.15046506597992
12	5	39	21	17	4.6245	1	1	9	9	1	1	15	23	7	21	2	9	-0.312527518325736	-1.22594784713115	-0.147155832240631	6.2449979983984	4.58257569495584	2.15046506597992
12	1	39	21	17	4.6245	.	.	.	.	.	.	.	.	.	.	.	.	-0.312527518325736	-1.22594784713115	-0.147155832240631	6.2449979983984	4.58257569495584	2.15046506597992
