10	2	46	31	27	4.4687	1.4970975385864	1	1	2	1	5	9	0	2	14	21	3.04452243772342	2.63905732961526	0.693147180559945	-Inf
10	6	46	31	27	4.4687	1.4970975385864	1	2	1	2	9	3	0	0	25	11	2.39789527279837	3.2188758248682	-Inf	-Inf
10	5	46	31	27	4.4687	1.4970975385864	1	1	1	2	9	9	1	0	17	14	2.63905732961526	2.83321334405622	-Inf	0
10	1	46	31	27	4.4687	1.4970975385864	1	5	2	.	8	.	1	.	16	.	.	2.77258872223978	.	0
10	4	46	31	27	4.4687	1.4970975385864	1	1	1	1	9	9	0	0	20	17	2.83321334405622	2.99573227355399	-Inf	-Inf
10	3	46	31	27	4.4687	1.4970975385864	1	5	1	.	5	.	0	.	16	.	.	2.77258872223978	.	-Inf
11	2	52	31	27	4.5544	1.51609379865474	1	1	1	1	5	5	0	0	15	19	2.94443897916644	2.70805020110221	-Inf	-Inf
11	6	52	31	27	4.5544	1.51609379865474	1	1	1	1	8	8	0	0	21	24	3.17805383034795	3.04452243772342	-Inf	-Inf
11	5	52	31	27	4.5544	1.51609379865474	1	1	1	1	5	5	1	0	17	18	2.89037175789616	2.83321334405622	-Inf	0
11	1	52	31	27	4.5544	1.51609379865474	5	1	.	1	.	9	.	1	.	17	2.83321334405622	.	0	.
11	4	52	31	27	4.5544	1.51609379865474	1	5	1	.	4	.	0	.	17	.	.	2.83321334405622	.	-Inf
11	3	52	31	27	4.5544	1.51609379865474	1	1	1	2	5	4	1	0	19	12	2.484906649788	2.94443897916644	-Inf	0
12	2	39	21	17	4.6245	1.53136825701218	1	1	1	1	8	9	0	2	17	23	3.13549421592915	2.83321334405622	0.693147180559945	-Inf
12	6	39	21	17	4.6245	1.53136825701218	1	1	1	2	8	5	2	0	24	22	3.09104245335832	3.17805383034795	-Inf	0.693147180559945
12	5	39	21	17	4.6245	1.53136825701218	1	1	1	1	9	9	1	1	15	23	3.13549421592915	2.70805020110221	0	0
12	1	39	21	17	4.6245	1.53136825701218	5	5	.	.	.	.	.	.	.	.	.	.	.	.
12	4	39	21	17	4.6245	1.53136825701218	1	1	1	1	9	9	0	1	22	25	3.2188758248682	3.09104245335832	0	-Inf
12	3	39	21	17	4.6245	1.53136825701218	1	1	2	1	9	9	1	0	16	22	3.09104245335832	2.77258872223978	-Inf	0
13	2	41	28	24	4.7839	1.56525611341983	1	5	1	.	5	.	0	.	16	.	.	2.77258872223978	.	-Inf
13	6	41	28	24	4.7839	1.56525611341983	5	5	.	.	.	.	.	.	.	.	.	.	.	.
13	5	41	28	24	4.7839	1.56525611341983	1	5	1	.	3	.	0	.	11	.	.	2.39789527279837	.	-Inf
13	1	41	28	24	4.7839	1.56525611341983	1	1	1	1	2	5	0	0	12	16	2.77258872223978	2.484906649788	-Inf	-Inf
13	4	41	28	24	4.7839	1.56525611341983	5	1	.	1	.	4	.	0	.	13	2.56494935746154	.	-Inf	.
13	3	41	28	24	4.7839	1.56525611341983	1	5	1	.	4	.	0	.	13	.	.	2.56494935746154	.	-Inf
14	2	30	31	22	4.9579	1.60098226398644	1	1	1	1	5	5	3	3	24	25	3.2188758248682	3.17805383034795	1.09861228866811	1.09861228866811
14	6	30	31	22	4.9579	1.60098226398644	1	1	1	1	5	4	0	1	22	16	2.77258872223978	3.09104245335832	0	-Inf
14	5	30	31	22	4.9579	1.60098226398644	1	1	1	1	9	5	3	3	25	21	3.04452243772342	3.2188758248682	1.09861228866811	1.09861228866811
14	1	30	31	22	4.9579	1.60098226398644	1	1	1	1	5	3	0	0	22	16	2.77258872223978	3.09104245335832	-Inf	-Inf
14	4	30	31	22	4.9579	1.60098226398644	1	1	1	1	9	9	1	1	19	23	3.13549421592915	2.94443897916644	0	0
14	3	30	31	22	4.9579	1.60098226398644	1	1	2	1	3	4	1	1	25	21	3.04452243772342	3.2188758248682	0	0
15	2	27	26	22	5.0284	1.61510184205854	1	2	1	1	5	1	0	0	16	15	2.70805020110221	2.77258872223978	-Inf	-Inf
15	6	27	26	22	5.0284	1.61510184205854	5	5	.	.	.	.	.	.	.	.	.	.	.	.
15	5	27	26	22	5.0284	1.61510184205854	1	5	2	.	9	.	0	.	21	.	.	3.04452243772342	.	-Inf
15	1	27	26	22	5.0284	1.61510184205854	5	5	.	.	.	.	.	.	.	.	.	.	.	.
